features,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15
ENSG00000214641.3,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000228689.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170927.15,0,0,2,1,0,3,3,0,0,0,0,0
ENSG00000240641.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207604.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225613.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199080.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112115.7,12,37,5,0,7,9,0,10,14,16,0,11
ENSG00000112116.11,9,3,1,0,2,3,1,1,4,5,0,0
ENSG00000218363.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112118.20,10309,10736,19686,16406,13840,11623,13113,14489,18756,18312,15999,18861
ENSG00000170915.9,621,758,625,703,430,699,489,451,697,353,766,507
ENSG00000096093.16,22,20,21,82,23,17,85,23,17,16,92,17
ENSG00000289276.1,1,1,1,0,1,0,0,0,0,0,0,1
ENSG00000065308.5,268,347,392,1931,268,310,1629,307,372,330,1910,356
ENSG00000225791.7,16,11,18,28,9,16,23,17,18,20,24,13
ENSG00000270382.1,6,10,5,5,7,14,2,20,6,1,3,18
ENSG00000291006.1,9,31,31,332,6,15,244,7,34,30,310,10
ENSG00000216775.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000096092.6,278,299,592,488,480,322,420,389,615,446,480,436
ENSG00000220377.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271227.1,0,2,0,2,0,0,1,2,1,0,1,0
ENSG00000237674.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244067.3,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000217228.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243955.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223622.2,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000182793.12,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000230375.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230845.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174156.15,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000291036.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243236.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288014.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170899.11,34,37,95,6,75,49,1,48,82,49,4,68
ENSG00000202198.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283293.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112144.16,369,374,164,560,371,357,477,387,248,144,628,479
ENSG00000288614.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112146.17,2077,2178,1686,2156,1876,2203,1863,1890,1684,1452,2337,2292
ENSG00000288646.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242865.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261745.2,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000137270.11,3,0,0,2,0,0,0,0,0,0,2,0
ENSG00000253026.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219074.1,0,0,1,1,0,0,0,0,0,0,1,0
ENSG00000218713.1,0,2,0,9,0,0,5,1,0,0,4,1
ENSG00000206908.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000219163.2,12,15,42,36,20,28,26,16,36,45,39,26
ENSG00000012660.14,3159,3264,3585,5687,3330,2879,5294,3284,3936,4014,6472,4148
ENSG00000264056.1,1,1,0,1,0,0,0,0,0,0,0,0
ENSG00000217527.1,3,3,2,6,7,3,4,3,1,0,5,9
ENSG00000271367.1,0,1,0,2,0,0,4,0,1,0,5,0
ENSG00000219863.5,1,0,4,1,1,1,1,2,1,1,4,2
ENSG00000218049.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000218261.1,6,8,7,8,3,4,2,5,9,10,11,5
ENSG00000271338.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253010.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271373.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000001084.13,793,903,672,1449,1106,734,1169,1053,658,510,1473,1277
ENSG00000249379.2,0,0,0,2,1,2,2,1,1,0,6,1
ENSG00000231683.6,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000235899.4,0,0,0,1,0,0,1,0,1,0,1,0
ENSG00000124743.6,2,2,5,1,4,2,0,4,2,2,1,1
ENSG00000227885.4,3,0,8,9,9,4,8,11,6,1,6,2
ENSG00000137269.15,90,82,97,587,95,71,548,91,123,90,608,97
ENSG00000271218.1,0,2,0,1,0,0,0,0,0,2,2,0
ENSG00000146147.15,0,0,1,0,0,0,2,0,0,0,2,0
ENSG00000236740.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235050.6,0,0,0,0,0,0,0,0,0,0,2,1
ENSG00000236996.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218143.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287745.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137251.16,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228231.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213335.4,0,1,0,1,0,1,0,3,3,1,1,1
ENSG00000216347.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000220773.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000220635.2,4,4,5,4,2,2,1,3,2,4,3,8
ENSG00000251946.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224984.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168143.9,0,1,1,0,0,0,0,0,0,0,1,0
ENSG00000261116.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137252.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187871.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146151.14,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000220725.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112175.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214604.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124749.17,0,0,0,156,0,0,131,0,0,1,177,0
ENSG00000219095.1,0,0,3,1,1,1,0,3,1,3,0,0
ENSG00000227602.1,1,5,1,1,4,1,0,1,1,2,0,2
ENSG00000220666.2,0,2,3,5,4,3,2,1,6,2,4,2
ENSG00000151914.22,182,170,55,340,21,98,263,31,65,93,310,46
ENSG00000231441.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216854.2,6,2,1,7,7,5,2,2,3,6,8,3
ENSG00000200224.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151917.18,0,0,1,329,0,0,337,0,0,3,406,2
ENSG00000219790.3,8,9,16,11,13,14,14,11,17,17,16,10
ENSG00000218980.2,20,5,8,26,8,11,31,9,9,5,26,7
ENSG00000276576.1,3,1,1,1,3,2,0,1,3,1,3,3
ENSG00000168116.14,92,80,165,308,156,62,262,120,171,186,442,106
ENSG00000112200.17,800,813,688,1423,808,693,1225,822,709,855,1653,1058
ENSG00000226803.9,19,11,6,21,11,2,15,12,6,6,26,17
ENSG00000112208.11,495,455,797,1084,679,447,1052,601,827,1297,1449,712
ENSG00000112210.12,46,48,104,105,55,54,114,45,79,134,159,60
ENSG00000146143.19,340,341,563,593,477,361,517,455,716,592,651,584
ENSG00000212017.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266579.1,0,0,0,0,0,0,1,1,1,2,1,0
ENSG00000272541.1,0,0,0,6,0,0,0,1,1,0,4,0
ENSG00000286723.1,0,0,0,2,0,1,0,0,0,0,0,0
ENSG00000271761.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272316.1,16,19,4,57,9,22,31,0,7,5,66,13
ENSG00000239650.4,2,1,1,2,0,0,2,0,0,0,1,0
ENSG00000283352.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000218189.4,1,1,2,2,1,0,0,1,0,0,4,0
ENSG00000290555.1,212,238,211,149,215,229,109,210,178,178,157,188
ENSG00000215190.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225096.3,1,1,1,15,0,0,23,0,1,0,21,0
ENSG00000214563.2,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000216687.2,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000214561.3,24,28,32,54,23,26,35,30,54,38,42,23
ENSG00000275046.1,1,0,0,0,3,2,1,2,1,2,4,1
ENSG00000283453.3,2,3,3,2,7,7,3,5,8,4,1,9
ENSG00000290597.1,7,4,8,20,1,3,9,1,1,12,18,0
ENSG00000277172.1,0,2,0,0,0,0,0,0,1,0,0,0
ENSG00000275773.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287598.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274844.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276290.1,5,10,13,21,12,9,10,10,15,11,19,9
ENSG00000220030.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250686.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112232.10,0,0,0,0,0,0,0,1,1,0,0,0
ENSG00000287679.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000216859.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000217067.2,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000262566.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217477.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198225.5,204,173,209,260,232,223,267,219,245,242,244,243
ENSG00000219940.2,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000218520.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146166.17,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289911.1,6,2,7,7,4,6,1,7,6,2,2,3
ENSG00000218617.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218274.2,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000218048.2,1,3,3,5,5,8,3,4,1,4,2,5
ENSG00000225121.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112245.13,5,0,6,6,3,0,2,5,0,6,7,4
ENSG00000213312.3,8,3,7,9,7,6,5,6,17,6,11,12
ENSG00000266680.1,2,5,1,1,3,4,2,3,1,3,2,1
ENSG00000285976.2,0,0,1,0,1,2,0,3,2,3,0,1
ENSG00000262651.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213309.3,14,21,50,28,29,28,31,22,31,38,39,17
ENSG00000118482.12,802,839,801,1015,873,718,868,833,896,844,1216,947
ENSG00000188107.15,1,4,0,1,1,1,4,1,1,2,2,1
ENSG00000218813.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236345.3,0,0,0,1,0,0,1,0,0,0,0,0
ENSG00000219653.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232120.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217811.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243828.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214558.5,122,127,108,131,94,124,127,86,101,129,141,112
ENSG00000220483.4,1,0,1,4,1,0,1,0,1,2,2,2
ENSG00000233859.2,79,106,105,119,113,136,84,104,129,101,93,97
ENSG00000218890.1,13,13,26,15,17,12,23,23,14,16,23,14
ENSG00000270521.1,4,5,3,5,2,3,8,2,3,4,6,4
ENSG00000238949.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212229.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271111.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251965.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201015.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206672.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227706.4,0,0,0,639,0,0,481,0,0,0,644,0
ENSG00000286680.1,0,0,0,3,0,0,2,0,0,0,1,0
ENSG00000287557.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270509.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285838.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223504.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286564.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226497.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288088.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218834.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230910.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135298.15,0,0,0,0,0,0,0,0,1,0,1,0
ENSG00000288712.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289611.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168216.13,842,826,773,464,783,744,436,750,742,691,544,816
ENSG00000219085.1,11,16,23,26,23,18,27,11,26,23,18,16
ENSG00000219881.1,6,7,4,1,11,5,0,8,5,0,1,5
ENSG00000082293.13,0,0,3,2,0,2,0,0,0,3,0,0
ENSG00000216365.2,0,0,1,0,1,1,0,0,0,0,0,0
ENSG00000112280.18,1,1,0,0,0,0,0,0,2,0,1,2
ENSG00000253809.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287300.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000237643.3,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000224349.2,0,1,2,1,0,1,1,0,0,0,1,4
ENSG00000082269.17,88,90,71,311,77,79,234,66,68,101,350,120
ENSG00000238386.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154079.6,55,45,59,27,46,34,27,43,76,58,31,51
ENSG00000271967.1,1,0,0,0,0,0,2,0,0,0,1,1
ENSG00000232389.1,57,46,85,119,69,65,97,63,106,89,124,69
ENSG00000218870.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112305.15,509,485,389,174,523,485,187,467,392,333,194,574
ENSG00000262803.1,1,0,0,0,0,2,0,6,0,0,0,0
ENSG00000217767.2,3,2,0,0,2,2,2,3,0,1,1,3
ENSG00000112309.11,10,15,10,1,9,9,1,7,3,10,3,7
ENSG00000287939.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000219669.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221345.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218350.1,88,108,112,250,123,120,184,130,120,146,211,150
ENSG00000207180.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232295.7,1,1,0,0,3,1,0,1,0,0,0,3
ENSG00000287380.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276127.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119900.9,371,348,170,0,400,271,0,277,188,145,1,433
ENSG00000269966.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230597.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233237.8,2,0,3,0,3,1,2,0,2,1,5,1
ENSG00000199094.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279289.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000207827.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223765.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285963.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219575.1,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000218014.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202069.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000079841.20,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000218732.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217483.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000181514.6,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000285844.2,3,1,6,11,0,2,6,0,4,1,15,0
ENSG00000185760.18,84,85,162,569,96,67,441,76,184,146,583,108
ENSG00000266180.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232422.1,1,0,1,1,0,0,0,1,0,0,2,0
ENSG00000220515.2,3,2,1,3,2,0,2,1,2,3,3,2
ENSG00000229154.2,0,2,1,11,1,2,6,0,5,0,7,3
ENSG00000234025.1,0,0,0,1,0,0,0,0,0,0,1,0
ENSG00000251360.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243501.5,0,0,0,5,1,0,1,0,2,0,2,0
ENSG00000256980.5,0,0,0,1,0,0,1,0,0,0,1,0
ENSG00000135314.13,139,147,161,561,155,137,486,138,191,130,604,219
ENSG00000229852.4,99,109,74,248,99,89,225,139,105,76,219,148
ENSG00000239626.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000234882.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223389.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000226840.1,5,2,5,20,10,5,2,11,7,15,8,8
ENSG00000203909.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203908.4,0,0,0,1,0,0,2,0,0,0,1,0
ENSG00000203907.10,3,2,3,2,0,2,1,4,1,3,1,2
ENSG00000231332.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235174.1,80,110,132,132,110,100,107,80,162,111,118,166
ENSG00000290002.1,58,77,38,0,59,51,2,65,36,24,0,51
ENSG00000224221.1,0,0,1,0,0,0,1,0,0,0,1,0
ENSG00000080007.8,9,20,6,2,28,8,1,40,11,1,6,25
ENSG00000164430.17,643,559,739,406,738,530,288,781,951,1325,528,1056
ENSG00000135297.17,939,979,1248,1601,935,1032,1303,971,1316,1497,1661,1092
ENSG00000207023.1,0,0,1,0,1,0,1,0,0,0,0,0
ENSG00000271986.2,0,0,3,0,1,0,2,0,2,1,0,1
ENSG00000156508.19,64714,64188,67819,57599,54102,68434,47833,57108,72601,60079,59070,63390
ENSG00000229862.5,0,0,0,0,1,0,0,0,0,1,0,0
ENSG00000223967.1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000289286.1,0,2,1,0,4,2,1,1,2,0,0,3
ENSG00000119899.13,250,199,188,314,224,264,225,180,212,115,357,248
ENSG00000218459.1,0,1,0,0,1,0,0,0,0,0,0,1
ENSG00000231652.2,1,2,3,0,1,1,0,2,2,2,0,2
ENSG00000156535.15,80,71,195,0,112,106,4,85,197,245,3,172
ENSG00000279790.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000217268.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223786.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000217178.1,0,1,1,1,0,0,1,0,0,0,1,0
ENSG00000272243.6,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000218483.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224583.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219736.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111799.22,1,0,6,1,0,0,0,1,0,0,0,3
ENSG00000112695.13,2066,1985,3219,2022,2372,2038,1995,2134,3944,2961,2351,2170
ENSG00000112697.17,3075,3179,1886,1916,2933,2721,1673,2784,1888,1920,1976,3551
ENSG00000225793.5,9,10,13,24,14,3,11,14,12,10,18,9
ENSG00000118407.15,0,2,0,2,2,3,1,0,1,0,1,0
ENSG00000203489.3,3,8,12,15,9,8,7,3,9,6,8,5
ENSG00000237174.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221332.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263533.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238156.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000217680.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000201291.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219722.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000220730.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252137.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112701.18,1574,1472,1133,1951,1473,1407,1654,1393,1170,1054,2160,1765
ENSG00000217488.2,1,1,0,1,1,0,0,0,0,2,0,0
ENSG00000252498.1,0,0,0,0,0,1,1,0,0,0,1,0
ENSG00000200091.1,0,0,0,0,1,0,1,0,0,0,2,1
ENSG00000285401.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196586.17,135,148,164,2,111,131,0,101,143,168,1,159
ENSG00000252156.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223169.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000112706.12,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200040.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222652.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238697.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236635.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272445.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280511.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231762.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000271945.3,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000276064.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135312.7,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000219253.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000269964.4,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000230309.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229495.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146243.14,42,62,51,168,54,57,145,39,90,62,210,77
ENSG00000146247.15,1766,1741,1731,2169,1665,1589,1847,1596,1838,1659,2413,2139
ENSG00000217512.1,0,0,2,2,0,1,1,1,1,0,0,3
ENSG00000286340.3,4,0,3,14,2,5,19,3,5,12,21,6
ENSG00000118418.15,402,382,970,1984,592,343,1923,435,960,851,2635,445
ENSG00000270362.2,11,24,17,37,4,15,42,14,17,8,41,26
ENSG00000220154.2,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000201464.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286042.1,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000217786.1,0,0,1,0,1,0,0,0,0,0,0,0
ENSG00000218029.3,0,0,0,1,0,0,0,0,1,0,0,0
ENSG00000262048.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231533.2,0,0,3,1,0,0,4,0,0,0,0,1
ENSG00000218748.1,5,11,12,9,8,7,5,10,24,10,8,4
ENSG00000135338.14,1,1,0,0,2,0,0,0,1,0,0,1
ENSG00000287811.3,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000261970.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272137.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279659.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198478.8,1,3,2,0,0,0,0,6,1,1,0,3
ENSG00000235357.4,0,0,0,4,0,0,2,0,0,0,3,0
ENSG00000220918.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285586.1,0,0,0,0,0,0,3,0,0,0,1,0
ENSG00000233835.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118402.6,204,235,105,2878,161,194,2619,136,110,146,3242,175
ENSG00000287816.1,0,0,0,15,0,0,17,0,0,0,25,0
ENSG00000218582.2,1142,1160,1643,1557,1244,1460,1110,1334,1771,1772,1286,1402
ENSG00000220311.1,0,0,0,1,0,0,1,0,0,0,3,0
ENSG00000112742.10,248,253,1245,1273,452,205,1170,446,1314,1385,1581,537
ENSG00000288071.1,0,0,2,3,2,0,0,0,0,1,6,0
ENSG00000218418.2,15,15,13,36,14,15,32,19,10,10,37,27
ENSG00000217377.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000083123.15,401,353,331,794,420,360,729,365,398,354,956,491
ENSG00000272129.1,3,3,6,6,9,5,8,4,12,8,15,7
ENSG00000219547.1,7,7,5,1,7,3,6,4,8,9,2,5
ENSG00000279022.1,1,0,1,1,0,1,0,0,0,2,5,1
ENSG00000233967.7,2,2,3,7,4,1,4,6,1,3,7,3
ENSG00000260645.2,2,1,0,4,0,1,2,2,0,1,0,0
ENSG00000219361.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181705.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216352.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112773.16,102,83,61,3353,110,86,2926,100,49,51,3791,156
ENSG00000226089.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277797.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212336.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232031.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000206886.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219702.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224995.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226453.4,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000260574.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000005700.15,1205,1100,1010,683,1213,1079,598,1138,1076,1239,753,1567
ENSG00000223044.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000220537.1,0,0,1,2,0,0,1,0,1,0,0,0
ENSG00000286875.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146242.9,11,17,1,85,12,9,65,10,4,3,84,10
ENSG00000118420.17,141,141,178,291,156,145,222,137,141,142,286,168
ENSG00000220091.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227215.1,0,0,0,1,0,0,5,0,0,0,1,0
ENSG00000083097.15,156,192,134,293,135,152,243,146,149,176,355,196
ENSG00000013375.17,237,211,263,476,270,191,370,260,317,454,589,312
ENSG00000013392.8,68,62,50,38,46,61,37,46,63,90,45,47
ENSG00000065833.9,3,6,1,0,31,3,2,20,2,13,0,30
ENSG00000219951.4,104,130,158,142,149,155,104,117,190,190,111,160
ENSG00000146250.7,0,0,1,0,0,0,0,2,0,0,0,0
ENSG00000065609.15,0,0,1,0,1,0,0,0,0,0,1,0
ENSG00000237874.2,0,0,0,0,0,0,0,0,3,0,0,0
ENSG00000287705.1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000203877.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000065615.14,1034,1000,1087,570,1069,893,485,928,1170,1194,694,1187
ENSG00000228679.1,2,0,0,0,0,0,1,0,0,0,0,0
ENSG00000230852.2,0,0,0,1,0,0,0,0,0,0,1,0
ENSG00000135324.6,0,0,1,2,0,0,1,0,0,0,0,0
ENSG00000135315.12,111,111,122,148,126,93,121,100,158,107,198,175
ENSG00000231776.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226309.1,17,39,36,39,35,24,40,38,41,34,36,33
ENSG00000112837.17,0,1,0,0,0,0,0,0,1,0,0,0
ENSG00000228290.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219604.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287294.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216523.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000220291.1,0,0,0,0,0,1,0,0,0,0,0,0
